,text,entities,relations,Comments,id,label,start_offset,end_offset
63,A normal PC used to mine Monero can earn around US$0.25 per day at the current prices.,"[{'id': 45824, 'label': 'SOFTWARE', 'start_offset': 25, 'end_offset': 31}]",[],[],45824.0,SOFTWARE,25.0,31.0
64,"That number is small, but it’s important to note that it doesn’t matter what country or network a Monero miner is part of: computers in Australia and Poland mine at the same speed.","[{'id': 44586, 'label': 'SOFTWARE', 'start_offset': 98, 'end_offset': 104}, {'id': 44587, 'label': 'location', 'start_offset': 136, 'end_offset': 145}, {'id': 44588, 'label': 'location', 'start_offset': 150, 'end_offset': 156}]",[],[],44586.0,SOFTWARE,98.0,104.0
65,"Every infected system is a profit-generating resource when mining Monero, and users are much less likely to identify their infection and remove the mining program than they would be with ransomware.","[{'id': 45825, 'label': 'SOFTWARE', 'start_offset': 66, 'end_offset': 72}]",[],[],45825.0,SOFTWARE,66.0,72.0
66,"For context, in January, we found a Monero mining campaign that infected around 15 million systems, largely in the developing world.","[{'id': 45827, 'label': 'SOFTWARE', 'start_offset': 36, 'end_offset': 42}, {'id': 45826, 'label': 'TIME', 'start_offset': 16, 'end_offset': 23}, {'id': 45828, 'label': 'location', 'start_offset': 115, 'end_offset': 131}]",[],[],45827.0,SOFTWARE,36.0,42.0
67,"If these systems remained infected for at least 24 hours each, the attackers could have earned well over 3 million U.S. dollars in Monero.","[{'id': 260, 'label': 'TIME', 'start_offset': 39, 'end_offset': 56}, {'id': 44589, 'label': 'SOFTWARE', 'start_offset': 131, 'end_offset': 137}]",[],[],260.0,TIME,39.0,56.0
68,"Additionally, the risk of arrest and conviction is significantly lower than with ransomware, as mining cryptocurrency is less likely to generate reports to law enforcement than a data-destroying ransomware infection.",[],[],[],0.0,safe,0.0,0.0
69, What’s Next?,[],[],[],0.0,safe,0.0,0.0
70,This wave of attacks will continue as long as it maintains a high level of profitability with a low level of risk for cybercriminals.,[],[],[],0.0,safe,0.0,0.0
71,"For defenders, it’s important to note that the techniques used to infect systems with coin mining malware are the same as they were for ransomware.",[],[],[],0.0,safe,0.0,0.0
72,"Infections typically begin with emails carrying malicious macro documents, drive-by exploit kits targeting browsers, or direct attacks on servers running vulnerable software.",[],[],[],0.0,safe,0.0,0.0
73,"There is no single solution to stopping these attacks, but the same technologies and policies you use to prevent other malware infections will be effective.","[{'id': 44590, 'label': 'attack-pattern', 'start_offset': 119, 'end_offset': 137}]",[],[],44590.0,attack-pattern,119.0,137.0
74,"Across the changing landscape of botnet herders, Banking Trojans, ransomware and coin mining is one constant: the business-savvy drive to maximize profit and reduce risk.",[],[],[],0.0,safe,0.0,0.0
75,"Using these as our guide, we can make sense of where we are today, how we got here, and be prepared for what has yet to develop in the future.",[],[],[],0.0,safe,0.0,0.0
76,Here are three things to watch for:,[],[],[],0.0,safe,0.0,0.0
77,1. A marked increase in the price of Monero or other cryptocurrencies will draw even more attackers into this business.,"[{'id': 45829, 'label': 'SOFTWARE', 'start_offset': 37, 'end_offset': 43}]",[],[],45829.0,SOFTWARE,37.0,43.0
78,"For many users, this could actually be a positive development, as the negative impact of having resources sapped from one’s computer is much less than paying a ransom or restoring your system from a backup due to ransomware.",[],[],[],0.0,safe,0.0,0.0
79,"Conversely, a crash in the price of cryptocurrencies will decrease the profitability and drive criminals back to ransomware.",[],[],[],0.0,safe,0.0,0.0
80,2. Listen to your fans or keep an eye on your CPU usage.,[],[],[],0.0,safe,0.0,0.0
81,Many users realize their system is infected with coin mining malware when their laptop fans kick into high-speed mode to keep the overtaxed CPU cool.,[],[],[],0.0,safe,0.0,0.0
82,"Listening to fans won’t work at the enterprise scale, but implementing widespread CPU performance monitoring could be a good way to find compromised devices.",[],[],[],0.0,safe,0.0,0.0
83,"This will also help you identify the coin mining “insider threat,” as misguided administrators may see their organizations’ unused CPU time as a way to generate personal income.",[],[],[],0.0,safe,0.0,0.0
84,3. Criminals will find ways to target these attacks.,[],[],[],0.0,safe,0.0,0.0
85,"Compromising a user’s browser or a regular home PC will net the criminal an average system for mining coins, but higher-end systems will generate more income.","[{'id': 45830, 'label': 'attack-pattern', 'start_offset': 0, 'end_offset': 29}]",[],[],45830.0,attack-pattern,0.0,29.0
86,Attackers will soon begin targeting devices with higher specifications to get more bang for their buck.,[],[],[],0.0,safe,0.0,0.0
87,Gaming PCs with high-end GPUs and servers with large numbers of processing cores will be prime targets.,[],[],[],0.0,safe,0.0,0.0
89," Please mark, I'm not a robot!  By submitting this form, you agree to our Terms of Use and acknowledge our Privacy Statement.",[],[],[],0.0,safe,0.0,0.0
90,It’s that time of year again – our researchers have analyzed and reviewed the threats and attacks that occurred during the first half of 2021.,"[{'id': 45831, 'label': 'TIME', 'start_offset': 123, 'end_offset': 141}]",[],[],45831.0,TIME,123.0,141.0
91,"Our report, Attacks From All Angles: 2021 Midyear Security Roundup, highlights many of the active attacks we saw, from APTs to ransomware to zero-day exploits.","[{'id': 44591, 'label': 'TIME', 'start_offset': 37, 'end_offset': 49}, {'id': 44592, 'label': 'attack-pattern', 'start_offset': 141, 'end_offset': 158}]",[],[],44591.0,TIME,37.0,49.0
92,I’d like to highlight an area where we are seeing increased activity: attacks against cloud infrastructures.,[],[],[],0.0,safe,0.0,0.0
93,"I’ve spoken on this at a few events and asked my audiences how many have active cloud infrastructure projects going on, the answer is always most of them.",[],[],[],0.0,safe,0.0,0.0
94,"In our 1H’ 2021 Cyber Risk Index, we asked organizations what their top infrastructure risks are.","[{'id': 45832, 'label': 'identity', 'start_offset': 16, 'end_offset': 32}, {'id': 44593, 'label': 'TIME', 'start_offset': 7, 'end_offset': 15}]",[],[],45832.0,identity,16.0,32.0
95,Cloud security has been in the top two for the last few years.,[],[],[],0.0,safe,0.0,0.0
96,"Obviously, many organizations are moving quickly to the cloud and, as such, need to be thinking about how to secure it.",[],[],[],0.0,safe,0.0,0.0
97,Below is an overview of what we’re seeing in cloud attacks.,[],[],[],0.0,safe,0.0,0.0
98,            Threats Impacting Cloud Environments,[],[],[],0.0,safe,0.0,0.0
99,"In our first half report, we highlight an APT group named TeamTNT that has been targeting clouds for quite a while now.","[{'id': 45833, 'label': 'threat-actor', 'start_offset': 58, 'end_offset': 65}]",[],[],45833.0,threat-actor,58.0,65.0
100,"They have focused most of their efforts on planting crypto-mining malware on cloud servers in an effort to mine Monero coins, but we have also seen them utilize DDoS IRC bots, steal cloud account credentials, and exfil data.","[{'id': 44594, 'label': 'SOFTWARE', 'start_offset': 112, 'end_offset': 118}, {'id': 44595, 'label': 'attack-pattern', 'start_offset': 161, 'end_offset': 165}, {'id': 44596, 'label': 'attack-pattern', 'start_offset': 176, 'end_offset': 207}, {'id': 44597, 'label': 'attack-pattern', 'start_offset': 213, 'end_offset': 223}, {'id': 44598, 'label': 'malware', 'start_offset': 52, 'end_offset': 73}]",[],[],44594.0,SOFTWARE,112.0,118.0
101,"As you can see from the above diagram, all of these are end goals for most attacks.",[],[],[],0.0,safe,0.0,0.0
102,"Speaking of data exfil, in the first half we saw APT actors utilize cloud-based file storage to exfiltrate their stolen data.",[],[],[],0.0,safe,0.0,0.0
103,"For example, we found that Conti operators use the cloud storage synchronization tool Rclone to upload files to the Mega cloud storage service.","[{'id': 377, 'label': 'malware', 'start_offset': 116, 'end_offset': 120}, {'id': 44599, 'label': 'threat-actor', 'start_offset': 27, 'end_offset': 42}, {'id': 44600, 'label': 'tools', 'start_offset': 86, 'end_offset': 92}, {'id': 44601, 'label': 'SOFTWARE', 'start_offset': 116, 'end_offset': 142}]","[{'id': 1, 'from_id': 44599, 'to_id': 44600, 'type': 'uses'}, {'id': 2, 'from_id': 44600, 'to_id': 44601, 'type': 'exfiltrates-to'}, {'id': 3, 'from_id': 44599, 'to_id': 44601, 'type': 'exfiltrates-to'}]",[],377.0,malware,116.0,120.0
104,"Similarly, DarkSide operators used Mega client for exfiltrating files to cloud storage, 7-Zip for archiving, and PuTTY application for network file transfers.","[{'id': 45834, 'label': 'threat-actor', 'start_offset': 11, 'end_offset': 29}, {'id': 45835, 'label': 'tools', 'start_offset': 35, 'end_offset': 46}, {'id': 45836, 'label': 'tools', 'start_offset': 88, 'end_offset': 93}, {'id': 45837, 'label': 'tools', 'start_offset': 113, 'end_offset': 118}]","[{'id': 120, 'from_id': 45834, 'to_id': 45835, 'type': 'uses'}, {'id': 121, 'from_id': 45834, 'to_id': 45836, 'type': 'uses'}, {'id': 122, 'from_id': 45834, 'to_id': 45837, 'type': 'uses'}]",[],45834.0,threat-actor,11.0,29.0
105,"This use of known, legitimate tools is not new; we call that “living off the land” and have seen this tactic pick up recently, including usage by ransomware actors.","[{'id': 45838, 'label': 'tools', 'start_offset': 62, 'end_offset': 81}]",[],[],45838.0,tools,62.0,81.0
106,Many organizations now need to look at ways of monitoring legitimate tools usage within their networks to identify any malicious uses.,[],[],[],0.0,safe,0.0,0.0
107,Cloud Security Architecture,[],[],[],0.0,safe,0.0,0.0
108,"When developing your cloud security architecture and strategy, it is important to always keep the ends in mind.",[],[],[],0.0,safe,0.0,0.0
109,"In this case, what are the motivation and end goals of an attacker?",[],[],[],0.0,safe,0.0,0.0
110,"As you see in the image above, most cloud attacks are going to fall into one of these areas.",[],[],[],0.0,safe,0.0,0.0
111,"Depending on what you are doing as part of your cloud infrastructure, you should be able to identify if any or all of these end goals could be targeted in your environment.",[],[],[],0.0,safe,0.0,0.0
112,"From there, you can work backwards to develop your strategy for protecting those initial access areas tied to the different attacks.",[],[],[],0.0,safe,0.0,0.0
113,"A challenge many organizations face is that the cloud isn’t simple, and many of the technologies that make up the cloud are new, with new features being deployed all the time.",[],[],[],0.0,safe,0.0,0.0
114,Understanding how these work and – more importantly – how to secure them can be very difficult.,[],[],[],0.0,safe,0.0,0.0
115,"Utilizing a security platform approach can help build your cloud to be more secure, but educating your architects and administrators will also help.",[],[],[],0.0,safe,0.0,0.0
116,"One key area is hardening your cloud account credentials, as these will be regularly targeted by malicious actors.",[],[],[],0.0,safe,0.0,0.0
117,Using multi-factor authentication to access all accounts can minimize this risk tremendously.,[],[],[],0.0,safe,0.0,0.0
118,"Take a look at Trend Micro Cloud One, part of our complete cybersecurity platform, to learn more.","[{'id': 44602, 'label': 'SOFTWARE', 'start_offset': 15, 'end_offset': 36}]",[],[],44602.0,SOFTWARE,15.0,36.0
119,The cloud is only one aspect of our full 1H 2021 report.,"[{'id': 45839, 'label': 'TIME', 'start_offset': 41, 'end_offset': 48}]",[],[],45839.0,TIME,41.0,48.0
120,"To get more details on all the different threats and attacks we observed, download and read the full report here.",[],[],[],0.0,safe,0.0,0.0
121,"      Tags  Cloud | Cyber Crime | Expert Perspective | Cyber Threats | APT & Targeted Attacks | Network | Articles, News, Reports",[],[],[],0.0,safe,0.0,0.0
122,Cybercriminals have embraced the anonymous nature of cryptocurrency as a new preferred method of profit.,[],[],[],0.0,safe,0.0,0.0
123,Unit 42 released details about attackers hijacking web browsers to mine for compute resources and exchange for cryptocurrency.,"[{'id': 45840, 'label': 'identity', 'start_offset': 0, 'end_offset': 7}]",[],[],45840.0,identity,0.0,7.0
124,"With the increasing value of cryptocurrency, such as bitcoin and Ethereum, and a better business model with higher returns than malware- and exploit-type attacks, it’s no surprise these types of attacks are becoming more commonplace.","[{'id': 44603, 'label': 'SOFTWARE', 'start_offset': 53, 'end_offset': 60}, {'id': 44604, 'label': 'SOFTWARE', 'start_offset': 65, 'end_offset': 73}]",[],[],44603.0,SOFTWARE,53.0,60.0
125, Cybercriminals will compromise a website and abuse a legitimate tool on that site to gain access to the compute resources of site visitors’ systems.,"[{'id': 45842, 'label': 'attack-pattern', 'start_offset': 46, 'end_offset': 69}, {'id': 45841, 'label': 'attack-pattern', 'start_offset': 21, 'end_offset': 41}]",[],[],45842.0,attack-pattern,46.0,69.0
126,"Using this access, attackers will essentially steal compute resources and exchange them for cryptocurrency credit.","[{'id': 45843, 'label': 'attack-pattern', 'start_offset': 46, 'end_offset': 69}]",[],[],45843.0,attack-pattern,46.0,69.0
127,This all occurs without the users’ consent or knowledge throughout the duration of their site visits.,[],[],[],0.0,safe,0.0,0.0
128," The malicious activity itself doesn’t cause long-term damage to systems, and ends as soon as users leave the malicious or compromised site.",[],[],[],0.0,safe,0.0,0.0
129,"Additionally, the site will still provide users with its normal, intended functionality.",[],[],[],0.0,safe,0.0,0.0
130,"However, users likely experience a noticeable slowdown in system performance.",[],[],[],0.0,safe,0.0,0.0
131," If you believe your system is being affected by this type of attack, leaving the site or closing your browser will, in most cases, end the attack.",[],[],[],0.0,safe,0.0,0.0
132,"Additionally, you should practice good cybersecurity hygiene.",[],[],[],0.0,safe,0.0,0.0
133,"This means avoiding unfamiliar websites, clicking on links or downloading attachments from unknown email senders, keeping products updated with the latest security patches, enabling multi-factor authentication, and using reputable security products.",[],[],[],0.0,safe,0.0,0.0
134," Sign up to receive the latest news, cyber threat intelligence and research from us  Please enter your email address!  Please mark, I'm not a robot!  ",[],[],[],0.0,safe,0.0,0.0
136,This post is also available in:      日本語 (Japanese)  ,[],[],[],0.0,safe,0.0,0.0
137,"In our updated report on ransomware from Unit 42, “Ransomware: Unlocking the Lucrative Criminal Business Model,” Unit 42 researcher Bryan Lee notes: “In 2016, it was thought that there were less than one hundred active ransomware variants out in the wild.","[{'id': 45846, 'label': 'identity', 'start_offset': 41, 'end_offset': 48}, {'id': 45847, 'label': 'TIME', 'start_offset': 153, 'end_offset': 157}, {'id': 45844, 'label': 'identity', 'start_offset': 113, 'end_offset': 120}, {'id': 45845, 'label': 'identity', 'start_offset': 132, 'end_offset': 141}]",[],[],45846.0,identity,41.0,48.0
138,"Today, the number of total ransomware variants at least over 150, if not hundreds more.”  It’s reasonable to ask why ransomware continues not only to exist but to thrive.",[],[],[],0.0,safe,0.0,0.0
139,"The first answer to this, as we’ve outlined in our report, is that ransomware is a lucrative cybercriminal business model.",[],[],[],0.0,safe,0.0,0.0
140,"However, in addition to the human factor, there are technical reasons.",[],[],[],0.0,safe,0.0,0.0
141,"Specifically, there are three things that combine to make ransomware a particularly potent threat on the technical level:",[],[],[],0.0,safe,0.0,0.0
142," In some ways, these three points state the obvious.",[],[],[],0.0,safe,0.0,0.0
143,But the full ramifications and why these make ransomware hard to stop aren’t always discussed.,[],[],[],0.0,safe,0.0,0.0
144," The way ransomware works is well documented, but let’s recap here.",[],[],[],0.0,safe,0.0,0.0
145,Ransomware is downloaded to a user’s system and executed on it.,[],[],[],0.0,safe,0.0,0.0
146,"The way the attackers get the ransomware on the system varies: it can be through unpatched vulnerabilities, social engineering or both.",[],[],[],0.0,safe,0.0,0.0
147,The most common way ransomware operators levy attacks is through email or by web browsing to malicious or compromised sites.,"[{'id': 45848, 'label': 'attack-pattern', 'start_offset': 65, 'end_offset': 123}]",[],[],45848.0,attack-pattern,65.0,123.0
148,The overwhelming majority of ransomware attacks are against Microsoft Windows systems.,"[{'id': 44606, 'label': 'SOFTWARE', 'start_offset': 60, 'end_offset': 77}]",[],[],44606.0,SOFTWARE,60.0,77.0
149,"Once malware is running on the user’s system, it seeks out and encrypts files and folders that hold information critical for the user, such as documents, business applications or even database files.",[],[],[],0.0,safe,0.0,0.0
150,"In some cases, the ransomware is sophisticated enough to target specific application files.",[],[],[],0.0,safe,0.0,0.0
151,"Most importantly, because the ransomware is executing with the compromised user’s privileges, any file the legitimate, now-compromised user has access to, including network shares and backups, is fair game for the ransomware.","[{'id': 44607, 'label': 'attack-pattern', 'start_offset': 63, 'end_offset': 92}]",[],[],44607.0,attack-pattern,63.0,92.0
152, It’s this last point that gets to the heart of why ransomware is so potent.,[],[],[],0.0,safe,0.0,0.0
153,"From an operating system point of view, the ransomware IS the user.",[],[],[],0.0,safe,0.0,0.0
154,"Even though Microsoft Windows today features a robust user access control system, that system has inherent limitations.","[{'id': 44608, 'label': 'SOFTWARE', 'start_offset': 12, 'end_offset': 29}]",[],[],44608.0,SOFTWARE,12.0,29.0
